id,session_date,mb_used,user_id
196,2018-01-24 16:01:45.635211737,1049,298
197,2018-01-24 18:56:32.330776925,2004,372
198,2018-01-24 21:51:19.026342114,1211,248
199,2018-01-25 00:46:05.721907302,2810,365
200,2018-01-25 03:40:52.417472491,275,465
201,2018-01-25 06:35:39.113037679,822,71
202,2018-01-25 09:30:25.808602867,2573,156
203,2018-01-25 12:25:12.504168056,870,102
204,2018-01-25 15:19:59.199733244,2047,13
205,2018-01-25 18:14:45.895298433,802,465
206,2018-01-25 21:09:32.590863621,2228,271
207,2018-01-26 00:04:19.286428809,1026,292
208,2018-01-26 02:59:05.981993998,237,220
209,2018-01-26 05:53:52.677559186,2617,15
210,2018-01-26 08:48:39.373124374,2497,238
211,2018-01-26 11:43:26.068689563,1249,117
212,2018-01-26 14:38:12.764254751,2040,331
213,2018-01-26 17:32:59.459819940,1991,56
214,2018-01-26 20:27:46.155385128,1978,351
215,2018-01-26 23:22:32.850950316,1353,132
216,2018-01-27 02:17:19.546515505,1583,483
217,2018-01-27 05:12:06.242080693,1468,226
218,2018-01-27 08:06:52.937645882,409,308
219,2018-01-27 11:01:39.633211070,1143,475
220,2018-01-27 13:56:26.328776259,1770,394
221,2018-01-27 16:51:13.024341447,1664,222
222,2018-01-27 19:45:59.719906635,1683,173
223,2018-01-27 22:40:46.415471824,1600,340
224,2018-01-28 01:35:33.111037012,2416,285
225,2018-01-28 04:30:19.806602201,869,309
226,2018-01-28 07:25:06.502167389,115,157
227,2018-01-28 10:19:53.197732577,705,151
228,2018-01-28 13:14:39.893297766,1481,185
229,2018-01-28 16:09:26.588862954,912,178
230,2018-01-28 19:04:13.284428143,2090,21
231,2018-01-28 21:58:59.979993331,2629,112
232,2018-01-29 00:53:46.675558519,994,171
233,2018-01-29 03:48:33.371123708,1667,138
234,2018-01-29 06:43:20.066688896,2416,233
235,2018-01-29 09:38:06.762254085,513,332
236,2018-01-29 12:32:53.457819273,124,30
237,2018-01-29 15:27:40.153384461,2104,381
238,2018-01-29 18:22:26.848949650,415,307
239,2018-01-29 21:17:13.544514838,670,161
240,2018-01-30 00:12:00.240080027,824,402
241,2018-01-30 03:06:46.935645215,1949,78
242,2018-01-30 06:01:33.631210403,1399,278
243,2018-01-30 08:56:20.326775592,2053,320
244,2018-01-30 11:51:07.022340780,488,21
245,2018-01-30 14:45:53.717905968,2869,385
246,2018-01-30 17:40:40.413471157,543,497
247,2018-01-30 20:35:27.109036345,2844,363
248,2018-01-30 23:30:13.804601534,1070,372
249,2018-01-31 02:25:00.500166722,2868,380
250,2018-01-31 05:19:47.195731910,2515,143
251,2018-01-31 08:14:33.891297099,2064,36
252,2018-01-31 11:09:20.586862287,2489,303
253,2018-01-31 14:04:07.282427476,1928,438
254,2018-01-31 16:58:53.977992664,403,214
255,2018-01-31 19:53:40.673557852,863,32
256,2018-01-31 22:48:27.369123041,2073,186
257,2018-02-01 01:43:14.064688229,915,174
258,2018-02-01 04:38:00.760253418,2259,54
259,2018-02-01 07:32:47.455818606,977,161
260,2018-02-01 10:27:34.151383794,802,250
261,2018-02-01 13:22:20.846948983,2993,489
262,2018-02-01 16:17:07.542514171,1043,251
263,2018-02-01 19:11:54.238079360,2426,423
264,2018-02-01 22:06:40.933644548,2529,279
265,2018-02-02 01:01:27.629209736,2160,171
266,2018-02-02 03:56:14.324774925,402,183
267,2018-02-02 06:51:01.020340113,1679,2
268,2018-02-02 09:45:47.715905302,259,194
269,2018-02-02 12:40:34.411470490,2301,166
270,2018-02-02 15:35:21.107035678,2901,247
271,2018-02-02 18:30:07.802600867,2328,499
272,2018-02-02 21:24:54.498166055,1303,413
273,2018-02-03 00:19:41.193731244,2524,244
274,2018-02-03 03:14:27.889296432,2923,110
275,2018-02-03 06:09:14.584861620,1291,380
276,2018-02-03 09:04:01.280426809,1273,323
277,2018-02-03 11:58:47.975991997,2163,487
278,2018-02-03 14:53:34.671557186,1214,71
279,2018-02-03 17:48:21.367122374,1243,164
280,2018-02-03 20:43:08.062687562,2079,285
281,2018-02-03 23:37:54.758252751,352,375
282,2018-02-04 02:32:41.453817939,1532,421
283,2018-02-04 05:27:28.149383128,2178,113
284,2018-02-04 08:22:14.844948316,830,228
285,2018-02-04 11:17:01.540513504,2436,471
286,2018-02-04 14:11:48.236078693,597,301
287,2018-02-04 17:06:34.931643881,1528,16
288,2018-02-04 20:01:21.627209070,647,496
289,2018-02-04 22:56:08.322774258,1060,31
290,2018-02-05 01:50:55.018339446,231,162
291,2018-02-05 04:45:41.713904635,1447,306
292,2018-02-05 07:40:28.409469823,957,193
293,2018-02-05 10:35:15.105035012,1255,210
294,2018-02-05 13:30:01.800600200,2132,378
295,2018-02-05 16:24:48.496165388,620,446
296,2018-02-05 19:19:35.191730577,129,232
297,2018-02-05 22:14:21.887295765,2774,427
298,2018-02-06 01:09:08.582860954,2151,184
299,2018-02-06 04:03:55.278426142,608,15
300,2018-02-06 06:58:41.973991330,1360,432
301,2018-02-06 09:53:28.669556519,1658,305
302,2018-02-06 12:48:15.365121707,115,209
303,2018-02-06 15:43:02.060686895,1096,172
304,2018-02-06 18:37:48.756252084,1707,266
305,2018-02-06 21:32:35.451817272,1939,20
306,2018-02-07 00:27:22.147382461,2116,70
307,2018-02-07 03:22:08.842947649,1353,8
308,2018-02-07 06:16:55.538512837,1843,429
309,2018-02-07 09:11:42.234078026,2410,34
310,2018-02-07 12:06:28.929643214,1188,224
311,2018-02-07 15:01:15.625208403,2412,179
312,2018-02-07 17:56:02.320773591,1461,246
313,2018-02-07 20:50:49.016338779,477,490
314,2018-02-07 23:45:35.711903968,1298,260
315,2018-02-08 02:40:22.407469156,575,108
316,2018-02-08 05:35:09.103034345,1389,242
317,2018-02-08 08:29:55.798599533,428,423
318,2018-02-08 11:24:42.494164721,1939,468
319,2018-02-08 14:19:29.189729910,1286,24
320,2018-02-08 17:14:15.885295098,537,216
321,2018-02-08 20:09:02.580860287,1490,55
322,2018-02-08 23:03:49.276425475,1873,26
323,2018-02-09 01:58:35.971990663,1322,281
324,2018-02-09 04:53:22.667555852,1623,292
325,2018-02-09 07:48:09.363121040,2163,327
326,2018-02-09 10:42:56.058686229,1944,458
327,2018-02-09 13:37:42.754251417,1419,186
328,2018-02-09 16:32:29.449816605,967,495
329,2018-02-09 19:27:16.145381794,2658,12
330,2018-02-09 22:22:02.840946982,1911,129
331,2018-02-10 01:16:49.536512171,1083,372
332,2018-02-10 04:11:36.232077359,1362,434
333,2018-02-10 07:06:22.927642547,2728,409
334,2018-02-10 10:01:09.623207736,1424,208
335,2018-02-10 12:55:56.318772924,2153,133
336,2018-02-10 15:50:43.014338113,1118,339
337,2018-02-10 18:45:29.709903301,1889,196
338,2018-02-10 21:40:16.405468489,906,262
339,2018-02-11 00:35:03.101033678,1993,282
340,2018-02-11 03:29:49.796598866,1509,369
341,2018-02-11 06:24:36.492164055,2766,103
342,2018-02-11 09:19:23.187729243,1418,120
343,2018-02-11 12:14:09.883294431,1241,183
344,2018-02-11 15:08:56.578859620,504,423
345,2018-02-11 18:03:43.274424808,1886,9
346,2018-02-11 20:58:29.969989997,693,45
347,2018-02-11 23:53:16.665555185,2713,244
348,2018-02-12 02:48:03.361120373,2899,270
349,2018-02-12 05:42:50.056685562,111,112
350,2018-02-12 08:37:36.752250750,2312,55
351,2018-02-12 11:32:23.447815939,1417,393
352,2018-02-12 14:27:10.143381127,1642,15
353,2018-02-12 17:21:56.838946315,2225,37
354,2018-02-12 20:16:43.534511504,713,178
355,2018-02-12 23:11:30.230076692,2086,127
356,2018-02-13 02:06:16.925641881,968,117
357,2018-02-13 05:01:03.621207069,911,340
358,2018-02-13 07:55:50.316772257,1922,72
359,2018-02-13 10:50:37.012337446,866,352
360,2018-02-13 13:45:23.707902634,181,111
361,2018-02-13 16:40:10.403467822,1844,149
362,2018-02-13 19:34:57.099033011,2356,185
363,2018-02-13 22:29:43.794598199,621,105
364,2018-02-14 01:24:30.490163388,1427,147
365,2018-02-14 04:19:17.185728576,1093,221
366,2018-02-14 07:14:03.881293764,2612,314
367,2018-02-14 10:08:50.576858953,1625,351
368,2018-02-14 13:03:37.272424141,1569,374
369,2018-02-14 15:58:23.967989330,2775,6
370,2018-02-14 18:53:10.663554518,1613,260
371,2018-02-14 21:47:57.359119706,880,299
372,2018-02-15 00:42:44.054684895,1551,349
373,2018-02-15 03:37:30.750250083,658,42
374,2018-02-15 06:32:17.445815272,2238,259
375,2018-02-15 09:27:04.141380460,2137,385
376,2018-02-15 12:21:50.836945648,1853,492
377,2018-02-15 15:16:37.532510837,959,439
378,2018-02-15 18:11:24.228076025,1712,271
379,2018-02-15 21:06:10.923641214,655,47
380,2018-02-16 00:00:57.619206402,255,85
381,2018-02-16 02:55:44.314771590,2149,174
382,2018-02-16 05:50:31.010336779,1480,58
383,2018-02-16 08:45:17.705901967,924,479
384,2018-02-16 11:40:04.401467156,1692,199
385,2018-02-16 14:34:51.097032344,2949,209
386,2018-02-16 17:29:37.792597532,1181,248
387,2018-02-16 20:24:24.488162721,1303,211
388,2018-02-16 23:19:11.183727909,592,39
389,2018-02-17 02:13:57.879293098,768,252
390,2018-02-17 05:08:44.574858286,174,131
391,2018-02-17 08:03:31.270423474,470,414
392,2018-02-17 10:58:17.965988663,686,291
393,2018-02-17 13:53:04.661553851,428,250
394,2018-02-17 16:47:51.357119040,689,441
395,2018-02-17 19:42:38.052684228,1890,413
396,2018-02-17 22:37:24.748249416,876,434
397,2018-02-18 01:32:11.443814605,2122,446
398,2018-02-18 04:26:58.139379793,2451,52
399,2018-02-18 07:21:44.834944982,678,374
400,2018-02-18 10:16:31.530510170,320,14
401,2018-02-18 13:11:18.226075358,1287,419
402,2018-02-18 16:06:04.921640547,1603,156
403,2018-02-18 19:00:51.617205735,2522,442
404,2018-02-18 21:55:38.312770924,1807,30
405,2018-02-19 00:50:25.008336112,1845,90
406,2018-02-19 03:45:11.703901300,287,391
407,2018-02-19 06:39:58.399466489,1314,167
408,2018-02-19 09:34:45.095031677,1209,351
409,2018-02-19 12:29:31.790596866,2621,69
410,2018-02-19 15:24:18.486162054,943,163
411,2018-02-19 18:19:05.181727242,630,242
412,2018-02-19 21:13:51.877292431,1170,495
413,2018-02-20 00:08:38.572857619,1062,383
414,2018-02-20 03:03:25.268422807,2622,52
415,2018-02-20 05:58:11.963987996,1269,142
416,2018-02-20 08:52:58.659553184,1505,63
417,2018-02-20 11:47:45.355118373,616,292
418,2018-02-20 14:42:32.050683561,1988,91
419,2018-02-20 17:37:18.746248749,2573,152
420,2018-02-20 20:32:05.441813938,1591,424
421,2018-02-20 23:26:52.137379126,1217,157
422,2018-02-21 02:21:38.832944315,232,309
423,2018-02-21 05:16:25.528509503,413,365
424,2018-02-21 08:11:12.224074691,690,150
425,2018-02-21 11:05:58.919639880,1643,328
426,2018-02-21 14:00:45.615205068,2306,271
427,2018-02-21 16:55:32.310770257,2808,369
428,2018-02-21 19:50:19.006335445,1985,69
429,2018-02-21 22:45:05.701900633,1726,116
430,2018-02-22 01:39:52.397465822,847,192
431,2018-02-22 04:34:39.093031010,1597,4
432,2018-02-22 07:29:25.788596199,900,75
433,2018-02-22 10:24:12.484161387,2557,402
434,2018-02-22 13:18:59.179726576,1597,298
435,2018-02-22 16:13:45.875291764,1479,241
436,2018-02-22 19:08:32.570856952,779,30
437,2018-02-22 22:03:19.266422141,2261,143
438,2018-02-23 00:58:05.961987329,996,326
439,2018-02-23 03:52:52.657552518,1646,183
440,2018-02-23 06:47:39.353117706,1893,437
441,2018-02-23 09:42:26.048682894,2212,16
442,2018-02-23 12:37:12.744248083,783,111
443,2018-02-23 15:31:59.439813271,1395,360
444,2018-02-23 18:26:46.135378460,1785,201
445,2018-02-23 21:21:32.830943648,1485,107
446,2018-02-24 00:16:19.526508836,2293,379
447,2018-02-24 03:11:06.222074025,1042,162
448,2018-02-24 06:05:52.917639213,1409,283
449,2018-02-24 09:00:39.613204402,1133,269
450,2018-02-24 11:55:26.308769590,2886,484
451,2018-02-24 14:50:13.004334778,2333,155
452,2018-02-24 17:44:59.699899967,1720,73
453,2018-02-24 20:39:46.395465155,2982,197
454,2018-02-24 23:34:33.091030344,908,243
455,2018-02-25 02:29:19.786595532,270,86
456,2018-02-25 05:24:06.482160720,2360,287
457,2018-02-25 08:18:53.177725909,1653,259
458,2018-02-25 11:13:39.873291097,1695,286
459,2018-02-25 14:08:26.568856286,1723,149
460,2018-02-25 17:03:13.264421474,126,355
461,2018-02-25 19:57:59.959986662,1113,390
462,2018-02-25 22:52:46.655551851,1191,476
463,2018-02-26 01:47:33.351117039,2937,416
464,2018-02-26 04:42:20.046682228,507,426
465,2018-02-26 07:37:06.742247416,1232,485
466,2018-02-26 10:31:53.437812604,173,190
467,2018-02-26 13:26:40.133377793,2725,217
468,2018-02-26 16:21:26.828942981,779,416
469,2018-02-26 19:16:13.524508170,1491,355
470,2018-02-26 22:11:00.220073358,2933,86
471,2018-02-27 01:05:46.915638546,948,216
472,2018-02-27 04:00:33.611203735,969,423
473,2018-02-27 06:55:20.306768923,336,320
474,2018-02-27 09:50:07.002334112,2874,118
475,2018-02-27 12:44:53.697899300,2525,414
476,2018-02-27 15:39:40.393464488,2808,447
477,2018-02-27 18:34:27.089029677,2977,370
478,2018-02-27 21:29:13.784594865,1005,480
479,2018-02-28 00:24:00.480160054,2523,415
480,2018-02-28 03:18:47.175725242,718,87
481,2018-02-28 06:13:33.871290430,2800,40
482,2018-02-28 09:08:20.566855619,1132,161
483,2018-02-28 12:03:07.262420807,2343,191
484,2018-02-28 14:57:53.957985996,2954,25
485,2018-02-28 17:52:40.653551184,1413,420
486,2018-02-28 20:47:27.349116372,946,152
487,2018-02-28 23:42:14.044681561,2965,95
488,2018-03-01 02:37:00.740246749,2023,442
489,2018-03-01 05:31:47.435811937,2711,423
490,2018-03-01 08:26:34.131377126,733,46
491,2018-03-01 11:21:20.826942314,2826,461
492,2018-03-01 14:16:07.522507503,1117,138
493,2018-03-01 17:10:54.218072691,107,471
494,2018-03-01 20:05:40.913637879,1492,466
495,2018-03-01 23:00:27.609203068,1168,288
496,2018-03-02 01:55:14.304768256,2491,353
497,2018-03-02 04:50:01.000333445,1880,164
498,2018-03-02 07:44:47.695898633,2943,412
499,2018-03-02 10:39:34.391463821,1742,400
500,2018-03-02 13:34:21.087029010,1316,16
501,2018-03-02 16:29:07.782594198,948,18
502,2018-03-02 19:23:54.478159387,1480,136
503,2018-03-02 22:18:41.173724575,161,490
504,2018-03-03 01:13:27.869289763,1185,464
505,2018-03-03 04:08:14.564854952,2569,247
506,2018-03-03 07:03:01.260420140,1917,248
507,2018-03-03 09:57:47.955985329,732,331
508,2018-03-03 12:52:34.651550517,891,198
509,2018-03-03 15:47:21.347115705,2698,1
510,2018-03-03 18:42:08.042680894,1400,190
511,2018-03-03 21:36:54.738246082,2753,381
512,2018-03-04 00:31:41.433811271,1554,460
513,2018-03-04 03:26:28.129376459,1238,294
514,2018-03-04 06:21:14.824941647,1811,476
515,2018-03-04 09:16:01.520506836,624,45
516,2018-03-04 12:10:48.216072024,2120,442
517,2018-03-04 15:05:34.911637213,998,337
518,2018-03-04 18:00:21.607202401,2310,385
519,2018-03-04 20:55:08.302767589,886,32
520,2018-03-04 23:49:54.998332778,1460,392
521,2018-03-05 02:44:41.693897966,2526,118
522,2018-03-05 05:39:28.389463155,272,296
523,2018-03-05 08:34:15.085028343,1099,184
524,2018-03-05 11:29:01.780593531,1910,191
525,2018-03-05 14:23:48.476158720,163,235
526,2018-03-05 17:18:35.171723908,1445,238
527,2018-03-05 20:13:21.867289097,1074,216
528,2018-03-05 23:08:08.562854285,165,74
529,2018-03-06 02:02:55.258419473,1966,111
530,2018-03-06 04:57:41.953984662,1722,103
531,2018-03-06 07:52:28.649549850,557,359
532,2018-03-06 10:47:15.345115039,1702,74
533,2018-03-06 13:42:02.040680227,2600,420
534,2018-03-06 16:36:48.736245415,2057,473
535,2018-03-06 19:31:35.431810604,1840,252
536,2018-03-06 22:26:22.127375792,1549,114
537,2018-03-07 01:21:08.822940981,2059,379
538,2018-03-07 04:15:55.518506169,2325,313
539,2018-03-07 07:10:42.214071357,2054,330
540,2018-03-07 10:05:28.909636546,379,339
541,2018-03-07 13:00:15.605201734,2491,238
542,2018-03-07 15:55:02.300766922,1140,173
543,2018-03-07 18:49:48.996332111,2443,79
544,2018-03-07 21:44:35.691897299,2349,464
545,2018-03-08 00:39:22.387462488,1061,386
546,2018-03-08 03:34:09.083027676,2831,93
547,2018-03-08 06:28:55.778592864,2042,452
548,2018-03-08 09:23:42.474158053,1317,50
549,2018-03-08 12:18:29.169723241,474,285
550,2018-03-08 15:13:15.865288430,2011,223
551,2018-03-08 18:08:02.560853618,134,81
552,2018-03-08 21:02:49.256418806,1492,266
553,2018-03-08 23:57:35.951983995,2176,155
554,2018-03-09 02:52:22.647549183,874,373
555,2018-03-09 05:47:09.343114372,320,233
556,2018-03-09 08:41:56.038679560,2200,399
557,2018-03-09 11:36:42.734244748,2938,316
558,2018-03-09 14:31:29.429809937,2223,236
559,2018-03-09 17:26:16.125375125,593,159
560,2018-03-09 20:21:02.820940314,1811,405
561,2018-03-09 23:15:49.516505502,2264,316
562,2018-03-10 02:10:36.212070690,379,251
563,2018-03-10 05:05:22.907635879,845,314
564,2018-03-10 08:00:09.603201067,2911,425
565,2018-03-10 10:54:56.298766256,2442,430
566,2018-03-10 13:49:42.994331444,1574,301
567,2018-03-10 16:44:29.689896632,1957,380
568,2018-03-10 19:39:16.385461821,1641,282
569,2018-03-10 22:34:03.081027009,1196,102
570,2018-03-11 01:28:49.776592198,2989,51
571,2018-03-11 04:23:36.472157386,1159,420
572,2018-03-11 07:18:23.167722574,2022,52
573,2018-03-11 10:13:09.863287763,2105,209
574,2018-03-11 13:07:56.558852951,596,307
575,2018-03-11 16:02:43.254418140,2353,131
576,2018-03-11 18:57:29.949983328,2573,270
577,2018-03-11 21:52:16.645548516,143,433
578,2018-03-12 00:47:03.341113705,1951,205
579,2018-03-12 03:41:50.036678893,2752,489
580,2018-03-12 06:36:36.732244082,553,219
581,2018-03-12 09:31:23.427809270,694,257
582,2018-03-12 12:26:10.123374458,1456,185
583,2018-03-12 15:20:56.818939647,606,145
584,2018-03-12 18:15:43.514504835,893,496
585,2018-03-12 21:10:30.210070024,120,178
586,2018-03-13 00:05:16.905635212,1499,482
587,2018-03-13 03:00:03.601200400,2767,14
588,2018-03-13 05:54:50.296765589,2561,246
589,2018-03-13 08:49:36.992330777,1194,187
