id,call_date,duration,user_id
304,2018-01-23 01:30:27.005401080,12,484
305,2018-01-23 03:15:18.183636727,6,450
306,2018-01-23 05:00:09.361872374,2,11
307,2018-01-23 06:45:00.540108021,14,359
308,2018-01-23 08:29:51.718343668,4,354
309,2018-01-23 10:14:42.896579316,1,474
310,2018-01-23 11:59:34.074814963,18,146
311,2018-01-23 13:44:25.253050610,13,85
312,2018-01-23 15:29:16.431286257,2,100
313,2018-01-23 17:14:07.609521904,9,104
314,2018-01-23 18:58:58.787757551,2,436
315,2018-01-23 20:43:49.965993198,9,46
316,2018-01-23 22:28:41.144228846,1,44
317,2018-01-24 00:13:32.322464493,11,278
318,2018-01-24 01:58:23.500700140,3,181
319,2018-01-24 03:43:14.678935787,4,187
320,2018-01-24 05:28:05.857171434,18,478
321,2018-01-24 07:12:57.035407081,6,114
322,2018-01-24 08:57:48.213642728,3,491
323,2018-01-24 10:42:39.391878375,11,255
324,2018-01-24 12:27:30.570114023,15,381
325,2018-01-24 14:12:21.748349670,5,380
326,2018-01-24 15:57:12.926585317,10,30
327,2018-01-24 17:42:04.104820964,12,264
328,2018-01-24 19:26:55.283056611,15,98
329,2018-01-24 21:11:46.461292258,17,313
330,2018-01-24 22:56:37.639527905,10,367
331,2018-01-25 00:41:28.817763552,6,329
332,2018-01-25 02:26:19.995999200,18,115
333,2018-01-25 04:11:11.174234847,13,276
334,2018-01-25 05:56:02.352470494,3,488
335,2018-01-25 07:40:53.530706141,10,281
336,2018-01-25 09:25:44.708941788,14,275
337,2018-01-25 11:10:35.887177435,6,261
338,2018-01-25 12:55:27.065413082,3,331
339,2018-01-25 14:40:18.243648730,16,207
340,2018-01-25 16:25:09.421884377,7,384
341,2018-01-25 18:10:00.600120024,14,328
342,2018-01-25 19:54:51.778355671,9,211
343,2018-01-25 21:39:42.956591318,15,215
344,2018-01-25 23:24:34.134826965,3,411
345,2018-01-26 01:09:25.313062612,2,40
346,2018-01-26 02:54:16.491298259,2,480
347,2018-01-26 04:39:07.669533907,3,26
348,2018-01-26 06:23:58.847769554,18,27
349,2018-01-26 08:08:50.026005201,14,190
350,2018-01-26 09:53:41.204240848,18,83
351,2018-01-26 11:38:32.382476495,10,384
352,2018-01-26 13:23:23.560712142,2,434
353,2018-01-26 15:08:14.738947789,1,170
354,2018-01-26 16:53:05.917183436,4,413
355,2018-01-26 18:37:57.095419084,14,167
356,2018-01-26 20:22:48.273654731,1,188
357,2018-01-26 22:07:39.451890378,14,169
358,2018-01-26 23:52:30.630126025,16,289
359,2018-01-27 01:37:21.808361672,14,467
360,2018-01-27 03:22:12.986597319,3,229
361,2018-01-27 05:07:04.164832967,3,467
362,2018-01-27 06:51:55.343068614,9,97
363,2018-01-27 08:36:46.521304261,6,367
364,2018-01-27 10:21:37.699539908,13,16
365,2018-01-27 12:06:28.877775555,2,279
366,2018-01-27 13:51:20.056011202,8,135
367,2018-01-27 15:36:11.234246849,2,26
368,2018-01-27 17:21:02.412482496,4,352
369,2018-01-27 19:05:53.590718144,15,12
370,2018-01-27 20:50:44.768953791,4,72
371,2018-01-27 22:35:35.947189438,13,133
372,2018-01-28 00:20:27.125425085,12,106
373,2018-01-28 02:05:18.303660732,13,220
374,2018-01-28 03:50:09.481896379,14,373
375,2018-01-28 05:35:00.660132026,18,453
376,2018-01-28 07:19:51.838367673,6,177
377,2018-01-28 09:04:43.016603321,11,282
378,2018-01-28 10:49:34.194838968,2,133
379,2018-01-28 12:34:25.373074615,19,22
380,2018-01-28 14:19:16.551310262,19,463
381,2018-01-28 16:04:07.729545909,5,269
382,2018-01-28 17:48:58.907781556,19,412
383,2018-01-28 19:33:50.086017203,2,161
384,2018-01-28 21:18:41.264252850,10,107
385,2018-01-28 23:03:32.442488498,2,279
386,2018-01-29 00:48:23.620724145,11,353
387,2018-01-29 02:33:14.798959792,18,235
388,2018-01-29 04:18:05.977195439,15,18
389,2018-01-29 06:02:57.155431086,9,242
390,2018-01-29 07:47:48.333666733,19,117
391,2018-01-29 09:32:39.511902380,9,286
392,2018-01-29 11:17:30.690138028,3,282
393,2018-01-29 13:02:21.868373675,9,144
394,2018-01-29 14:47:13.046609322,14,205
395,2018-01-29 16:32:04.224844969,19,39
396,2018-01-29 18:16:55.403080616,7,417
397,2018-01-29 20:01:46.581316263,16,154
398,2018-01-29 21:46:37.759551910,16,176
399,2018-01-29 23:31:28.937787557,1,449
400,2018-01-30 01:16:20.116023205,4,241
401,2018-01-30 03:01:11.294258852,4,422
402,2018-01-30 04:46:02.472494499,7,386
403,2018-01-30 06:30:53.650730146,8,369
404,2018-01-30 08:15:44.828965793,17,134
405,2018-01-30 10:00:36.007201440,5,46
406,2018-01-30 11:45:27.185437087,7,50
407,2018-01-30 13:30:18.363672734,4,166
408,2018-01-30 15:15:09.541908382,6,106
409,2018-01-30 17:00:00.720144029,7,216
410,2018-01-30 18:44:51.898379676,18,146
411,2018-01-30 20:29:43.076615323,5,411
412,2018-01-30 22:14:34.254850970,3,425
413,2018-01-30 23:59:25.433086617,7,72
414,2018-01-31 01:44:16.611322264,14,476
415,2018-01-31 03:29:07.789557912,7,330
416,2018-01-31 05:13:58.967793559,5,273
417,2018-01-31 06:58:50.146029206,5,247
418,2018-01-31 08:43:41.324264853,2,446
419,2018-01-31 10:28:32.502500500,6,413
420,2018-01-31 12:13:23.680736147,15,186
421,2018-01-31 13:58:14.858971794,10,70
422,2018-01-31 15:43:06.037207441,7,462
423,2018-01-31 17:27:57.215443089,5,150
424,2018-01-31 19:12:48.393678736,1,246
425,2018-01-31 20:57:39.571914383,13,262
426,2018-01-31 22:42:30.750150030,18,26
427,2018-02-01 00:27:21.928385677,13,423
428,2018-02-01 02:12:13.106621324,18,140
429,2018-02-01 03:57:04.284856971,5,99
430,2018-02-01 05:41:55.463092618,13,398
431,2018-02-01 07:26:46.641328266,4,278
432,2018-02-01 09:11:37.819563913,17,51
433,2018-02-01 10:56:28.997799560,3,151
434,2018-02-01 12:41:20.176035207,17,432
435,2018-02-01 14:26:11.354270854,11,455
436,2018-02-01 16:11:02.532506501,4,104
437,2018-02-01 17:55:53.710742148,2,434
438,2018-02-01 19:40:44.888977796,16,89
439,2018-02-01 21:25:36.067213443,18,141
440,2018-02-01 23:10:27.245449090,8,213
441,2018-02-02 00:55:18.423684737,3,233
442,2018-02-02 02:40:09.601920384,9,394
443,2018-02-02 04:25:00.780156031,6,183
444,2018-02-02 06:09:51.958391678,10,251
445,2018-02-02 07:54:43.136627325,10,9
446,2018-02-02 09:39:34.314862973,13,79
447,2018-02-02 11:24:25.493098620,17,52
448,2018-02-02 13:09:16.671334267,9,386
449,2018-02-02 14:54:07.849569914,17,409
450,2018-02-02 16:38:59.027805561,9,269
451,2018-02-02 18:23:50.206041208,9,226
452,2018-02-02 20:08:41.384276855,1,51
453,2018-02-02 21:53:32.562512502,2,186
454,2018-02-02 23:38:23.740748150,16,34
455,2018-02-03 01:23:14.918983797,1,291
456,2018-02-03 03:08:06.097219444,10,230
457,2018-02-03 04:52:57.275455091,18,131
458,2018-02-03 06:37:48.453690738,8,490
459,2018-02-03 08:22:39.631926385,11,120
460,2018-02-03 10:07:30.810162032,2,443
461,2018-02-03 11:52:21.988397679,8,326
462,2018-02-03 13:37:13.166633327,8,247
463,2018-02-03 15:22:04.344868974,17,432
464,2018-02-03 17:06:55.523104621,15,192
465,2018-02-03 18:51:46.701340268,17,497
466,2018-02-03 20:36:37.879575915,13,403
467,2018-02-03 22:21:29.057811562,19,323
468,2018-02-04 00:06:20.236047209,5,210
469,2018-02-04 01:51:11.414282857,12,103
470,2018-02-04 03:36:02.592518504,1,329
471,2018-02-04 05:20:53.770754151,5,372
472,2018-02-04 07:05:44.948989798,8,460
473,2018-02-04 08:50:36.127225445,13,133
474,2018-02-04 10:35:27.305461092,8,323
475,2018-02-04 12:20:18.483696739,11,139
476,2018-02-04 14:05:09.661932386,1,121
477,2018-02-04 15:50:00.840168034,13,94
478,2018-02-04 17:34:52.018403681,19,452
479,2018-02-04 19:19:43.196639328,3,453
480,2018-02-04 21:04:34.374874975,17,129
481,2018-02-04 22:49:25.553110622,5,91
482,2018-02-05 00:34:16.731346269,8,92
483,2018-02-05 02:19:07.909581916,14,63
484,2018-02-05 04:03:59.087817563,4,29
485,2018-02-05 05:48:50.266053211,11,210
486,2018-02-05 07:33:41.444288858,15,12
487,2018-02-05 09:18:32.622524505,19,333
488,2018-02-05 11:03:23.800760152,7,297
489,2018-02-05 12:48:14.978995799,19,130
490,2018-02-05 14:33:06.157231446,19,293
491,2018-02-05 16:17:57.335467093,11,173
492,2018-02-05 18:02:48.513702741,5,208
493,2018-02-05 19:47:39.691938388,5,432
494,2018-02-05 21:32:30.870174035,8,24
495,2018-02-05 23:17:22.048409682,10,99
496,2018-02-06 01:02:13.226645329,6,406
497,2018-02-06 02:47:04.404880976,15,356
498,2018-02-06 04:31:55.583116623,16,139
499,2018-02-06 06:16:46.761352270,17,314
500,2018-02-06 08:01:37.939587918,8,174
501,2018-02-06 09:46:29.117823565,8,29
502,2018-02-06 11:31:20.296059212,9,419
503,2018-02-06 13:16:11.474294859,2,496
504,2018-02-06 15:01:02.652530506,15,143
505,2018-02-06 16:45:53.830766153,18,316
506,2018-02-06 18:30:45.009001800,3,351
507,2018-02-06 20:15:36.187237447,17,42
508,2018-02-06 22:00:27.365473095,4,489
509,2018-02-06 23:45:18.543708742,4,299
510,2018-02-07 01:30:09.721944389,14,208
511,2018-02-07 03:15:00.900180036,9,330
512,2018-02-07 04:59:52.078415683,9,433
513,2018-02-07 06:44:43.256651330,18,192
514,2018-02-07 08:29:34.434886977,10,160
515,2018-02-07 10:14:25.613122625,4,64
516,2018-02-07 11:59:16.791358272,12,243
517,2018-02-07 13:44:07.969593919,8,258
518,2018-02-07 15:28:59.147829566,2,152
519,2018-02-07 17:13:50.326065213,13,215
520,2018-02-07 18:58:41.504300860,16,322
521,2018-02-07 20:43:32.682536507,2,166
522,2018-02-07 22:28:23.860772154,11,31
523,2018-02-08 00:13:15.039007802,10,371
524,2018-02-08 01:58:06.217243449,15,232
525,2018-02-08 03:42:57.395479096,17,282
526,2018-02-08 05:27:48.573714743,8,29
527,2018-02-08 07:12:39.751950390,18,195
528,2018-02-08 08:57:30.930186037,9,334
529,2018-02-08 10:42:22.108421684,8,256
530,2018-02-08 12:27:13.286657331,14,281
531,2018-02-08 14:12:04.464892979,18,304
532,2018-02-08 15:56:55.643128626,12,321
533,2018-02-08 17:41:46.821364273,19,437
534,2018-02-08 19:26:37.999599920,14,323
535,2018-02-08 21:11:29.177835567,17,346
536,2018-02-08 22:56:20.356071214,3,402
537,2018-02-09 00:41:11.534306861,7,393
538,2018-02-09 02:26:02.712542508,17,294
539,2018-02-09 04:10:53.890778156,12,87
540,2018-02-09 05:55:45.069013803,9,149
541,2018-02-09 07:40:36.247249450,15,249
542,2018-02-09 09:25:27.425485097,18,321
543,2018-02-09 11:10:18.603720744,13,405
544,2018-02-09 12:55:09.781956391,8,283
545,2018-02-09 14:40:00.960192038,14,362
546,2018-02-09 16:24:52.138427686,8,379
547,2018-02-09 18:09:43.316663333,14,198
548,2018-02-09 19:54:34.494898980,7,44
549,2018-02-09 21:39:25.673134627,12,356
550,2018-02-09 23:24:16.851370274,11,28
551,2018-02-10 01:09:08.029605921,11,429
552,2018-02-10 02:53:59.207841568,13,17
553,2018-02-10 04:38:50.386077215,18,127
554,2018-02-10 06:23:41.564312863,2,379
555,2018-02-10 08:08:32.742548510,15,168
556,2018-02-10 09:53:23.920784157,18,244
557,2018-02-10 11:38:15.099019804,15,387
558,2018-02-10 13:23:06.277255451,19,76
559,2018-02-10 15:07:57.455491098,12,231
560,2018-02-10 16:52:48.633726745,13,204
561,2018-02-10 18:37:39.811962392,11,450
562,2018-02-10 20:22:30.990198040,5,248
563,2018-02-10 22:07:22.168433687,1,302
564,2018-02-10 23:52:13.346669334,3,214
565,2018-02-11 01:37:04.524904981,19,215
566,2018-02-11 03:21:55.703140628,7,158
567,2018-02-11 05:06:46.881376275,12,69
568,2018-02-11 06:51:38.059611922,15,393
569,2018-02-11 08:36:29.237847570,5,85
570,2018-02-11 10:21:20.416083217,15,267
571,2018-02-11 12:06:11.594318864,8,69
572,2018-02-11 13:51:02.772554511,10,99
573,2018-02-11 15:35:53.950790158,16,347
574,2018-02-11 17:20:45.129025805,8,497
575,2018-02-11 19:05:36.307261452,1,450
576,2018-02-11 20:50:27.485497099,12,216
577,2018-02-11 22:35:18.663732747,5,415
578,2018-02-12 00:20:09.841968394,3,161
579,2018-02-12 02:05:01.020204041,1,423
580,2018-02-12 03:49:52.198439688,4,94
581,2018-02-12 05:34:43.376675335,8,174
582,2018-02-12 07:19:34.554910982,3,165
583,2018-02-12 09:04:25.733146629,10,115
584,2018-02-12 10:49:16.911382276,2,220
585,2018-02-12 12:34:08.089617924,11,444
586,2018-02-12 14:18:59.267853571,10,31
587,2018-02-12 16:03:50.446089218,14,11
588,2018-02-12 17:48:41.624324865,7,343
589,2018-02-12 19:33:32.802560512,2,377
590,2018-02-12 21:18:23.980796159,9,130
591,2018-02-12 23:03:15.159031806,16,488
592,2018-02-13 00:48:06.337267454,13,105
593,2018-02-13 02:32:57.515503101,9,27
594,2018-02-13 04:17:48.693738748,4,227
595,2018-02-13 06:02:39.871974395,10,2
596,2018-02-13 07:47:31.050210042,12,359
597,2018-02-13 09:32:22.228445689,17,101
598,2018-02-13 11:17:13.406681336,14,21
599,2018-02-13 13:02:04.584916983,14,58
600,2018-02-13 14:46:55.763152631,2,389
601,2018-02-13 16:31:46.941388278,11,180
602,2018-02-13 18:16:38.119623925,16,429
603,2018-02-13 20:01:29.297859572,19,341
604,2018-02-13 21:46:20.476095219,6,349
605,2018-02-13 23:31:11.654330866,19,20
606,2018-02-14 01:16:02.832566513,5,255
607,2018-02-14 03:00:54.010802160,4,317
