  userID,Track,artist,genre,  City  ,time,Day
2A35001B,Can You Feel the Love Tonight,Disney Peaceful Piano,instrumental,Shelbyville,21:51:37,Friday
3DBEB447,Entrance,Sun Electric,dance,Springfield,08:36:27,Monday
107EBCED,Lightbulbs,The Uchpochmack,rusrock,Springfield,21:02:57,Wednesday
C9EAF7B7,Giratina,Dimatik,electronic,Springfield,09:48:21,Monday
CDB46D40,Renaissance,Soeur Sourire,jazz,Shelbyville,21:29:36,Friday
3FA9A6A8,Inside Out,,,Springfield,10:00:41,Friday
FEB69A12,Show Must Go On,Best Instrumentals,pop,Shelbyville,09:00:15,Friday
8B14ACB3,Senses Overload,,dance,Springfield,20:02:19,Friday
E35653A8,Yurak Ezilar,Shoxruz Abadiya,pop,Springfield,20:07:56,Monday
9310281D,No Away,Nano D.A.,dance,Springfield,08:06:34,Friday
3A64204B,What You Had,Artificial Intelligence,dnb,Springfield,08:32:50,Monday
E2F8BE12,Banga,,pop,Springfield,08:45:42,Monday
B5496034,Jealous Man,The Marcus King Band,rock,Springfield,20:23:00,Friday
F97CDA4,Destination Unknown,Pseudo Echo,electronic,Shelbyville,14:43:12,Monday
B82BAF85,Ay Gidiyor,Servet Kocakaya,türk,Springfield,21:12:26,Wednesday
FD21300B,Sometimes You've Got to Take the Hardest Line,Maïak,post,Shelbyville,09:18:23,Wednesday
DBA2327A,Run Bobby Run,Lesley Gore,pop,Springfield,20:54:37,Friday
B103C670,When I Was Your Man,Kriss Ramirez,pop,Shelbyville,14:42:11,Monday
9F93EEC8,Believe in Me,Bluesolar,dance,Springfield,20:11:44,Friday
D0CE968E,Afternoon Tropical Rain,Spa Relaxation and Dreams,instrumental,Springfield,08:02:02,Friday
AF2FEA1F,Insecure,RaeLynn,country,Springfield,13:45:57,Wednesday
E7A543CA,Uplifter,InnerZone,psychedelic,Springfield,09:29:19,Friday
8217BB5C,Easier,Mansionair,electronic,Springfield,09:37:24,Friday
8B9DEC72,It Sends My Heart into a Spin,Vanishing Twin,conjazz,Springfield,20:48:42,Friday
7B7C5AA4,Silly Bwoy,Superior,reggae,Springfield,08:36:09,Friday
805093B3,Treat Me Like A Lady,Francis Mercier,electronic,Springfield,09:39:17,Wednesday
43F8FF4F,Feed The Horse,Fagget Fairys,electronic,Springfield,09:42:16,Friday
9B0038AE,2.27,Enzugiri,metal,Springfield,21:39:00,Wednesday
80E3B0C5,Flamingo,Kero Kero Bonito,electronic,Shelbyville,14:44:54,Wednesday
48D85303,Romance,Ex:Re,indie,Springfield,14:06:34,Monday
1DA07AA4,Cardi B,Money Man,hip,Shelbyville,14:02:14,Monday
38841E51,Me Myself & Hyde,Ice Nine Kills,posthardcore,Shelbyville,21:39:54,Monday
CCD46819,Narcos,FOrΣvΣrT,hip,Shelbyville,09:20:38,Wednesday
80396F,Ay Caramba,Stay Flee Get Lizzy,hip,Springfield,13:15:38,Monday
1D21C883,Baby Be,DJ Piligrim,ruspop,Springfield,21:29:35,Wednesday
76A07278,Vaiduokliai,Alina Orlova,local,Shelbyville,09:06:01,Friday
D2418B66,Good Enough,Death in The Afternoon,pop,Springfield,10:00:29,Wednesday
C3BAA9A9,Going Down,Paranormal Attack,electronic,Springfield,09:19:47,Wednesday
21FED9CC,Part 12,Don Li,avantgarde,Springfield,09:32:17,Friday
E5E63D4D,Kingpin,RL Grime,electronic,Shelbyville,09:33:26,Wednesday
4D278386,Ave Maria,Montserrat Caballé,classical,Springfield,08:51:20,Monday
CB8A2C32,Here with Me,Pat Benesta,pop,Springfield,20:28:27,Monday
A8D1AC2F,Aya Doesn't Like the Garlic Bros.,Sweatshop Boys,punk,Shelbyville,21:35:08,Monday
8DC0EA33,Stealth Under Fire,Acumen Nation,videogame,Springfield,20:38:56,Monday
53681C91,The City The Airport,Loney Dear,rock,Springfield,13:20:30,Monday
5F362F2E,Happy Now,Kygo,dance,Springfield,09:53:21,Friday
E1BD98,love,Dean,rnb,Shelbyville,20:10:59,Wednesday
F6AF8C2,Brainpower,Freezepop,electronic,Springfield,21:06:31,Monday
26CA5CBB,Babes,Icky Blossoms,rock,Shelbyville,08:14:43,Wednesday
2B10221B,Holltoll,,techno,Springfield,09:47:23,Friday
977798D2,ULTRAVIOLET,Max Fabian,ruspop,Springfield,21:15:37,Monday
6ED43067,I Know,Rocket,rusrap,Springfield,08:15:38,Friday
B5B48EC1,Lighter,Sound of the Future,reggae,Shelbyville,20:52:20,Friday
C9FAC244,151,Dr Fresch,electronic,Shelbyville,14:54:28,Wednesday
B5369A0C,Boombastic,Vol.2,reggae,Springfield,20:48:24,Monday
F237D683,When You Came Along,,house,Springfield,14:07:52,Wednesday
9A133297,Cold Heart,KAI,rusrap,Shelbyville,14:32:56,Friday
4C1CEADF,Crying in the Chapel,The Jordanaires,christmas,Springfield,09:55:14,Friday
E4F17EF2,Look In My Eyes,Zkmn & Nevponyatkah,rusrap,Springfield,21:37:53,Wednesday
8674CB2,Upsidedown Intro,Igor Prado Band,blues,Springfield,09:20:33,Monday
85CC2A56,Ash,Dir En Grey,rock,Springfield,13:58:26,Monday
775150E9,First Light,Harold Budd,pop,Springfield,20:58:49,Monday
AE06CA21,La Bomba,La Banda del Karaoke,latin,Springfield,09:50:41,Friday
E31EB54E,Kill the Pain,Fit For A King,posthardcore,Springfield,08:13:57,Monday
B7383DB2,Towards the Warmth of Life,Thisell,folk,Springfield,14:12:11,Friday
879A1225,Something To Dance About,Dinah Shore,melodic,Springfield,14:17:47,Friday
407E9D9D,tossing and turning,Arlie,alternative,Shelbyville,21:56:35,Wednesday
B16E75A7,Hey,Kel,ruspop,Shelbyville,08:07:51,Monday
4C7EEEB,Brooks - Lynx vs 3x Yeah (The Twinners Mashup),The Twinners,electronic,Springfield,08:54:48,Monday
F6AEDE9C,Streesed Out,Dj.Fresh,hip,Springfield,13:12:23,Friday
71E2E53,The Walker,Fitz and The Tantrums,indie,Springfield,09:19:12,Friday
57136312,Gillies,Wolfstone,world,Springfield,13:13:50,Wednesday
6517729B,Prlwytzkofski's Bulgar,Shtetl Band Amsterdam,world,Springfield,14:00:33,Friday
753431DA,RED MOOD,Drago,rusrap,Springfield,08:11:57,Friday
1F8A1E92,Best Behaviour,Louisa Johnson,pop,Shelbyville,13:22:29,Monday
58A17B,In Einem Polenstädtchen,Kasernenchor Wellersberg,pop,Springfield,20:52:31,Wednesday
94355223,Roses,Nik Kershaw,pop,Springfield,09:35:37,Monday
50CD7858,Sia-Sia,The Messenger,children,Springfield,13:36:04,Wednesday
E7F07B46,Crazy,The Manhattans,rnb,Springfield,13:39:46,Monday
A7C0968B,Solo andata,Canzoniere Grecanico Salentino,world,Shelbyville,13:59:41,Friday
FA8F865C,Dagestan,Sabine Kors,caucasian,Springfield,09:47:21,Friday
7AFEE5F7,Vintage Queen,Goldfinger,punk,Springfield,14:30:08,Monday
7142F8A8,D.o.s.t.,Dymytry,metal,Springfield,09:18:58,Friday
2B11DB56,A New Error,Enyris,instrumental,Springfield,20:22:27,Friday
EDD50C3E,Fancy,Grey Killer,triphop,Springfield,14:36:29,Friday
58048EB3,Anthem Z. 36: O God Thou Hast Cast Us Out,La Tempête,classical,Springfield,13:23:50,Friday
2D5ADA84,Here We Go,,dance,Springfield,13:54:41,Wednesday
932FD583,Rimnicu (chant de Noël Roumain),Christmas Hits,ruspop,Shelbyville,09:43:48,Friday
9FEAB619,Push,Rawthang,electronic,Shelbyville,13:09:56,Wednesday
3DE6E196,i wanna be your girlfriend,girl in red,alternative,Springfield,21:15:19,Monday
710EB9E9,Is This Real?,Wipers,punk,Shelbyville,20:42:53,Monday
63D46783,Como yo te quiero,Raggae Tom,reggaeton,Springfield,14:41:18,Wednesday
3A7594B0,Just One Look,Doris Troy,rnb,Shelbyville,21:10:23,Wednesday
85CE5524,Jukai,Tag Shai,hip,Springfield,20:11:36,Monday
42A57CD3,The Craft,Peter Gundry,soundtrack,Springfield,21:00:05,Wednesday
E9106B06,Time to Kill,The Rescues,rock,Shelbyville,09:27:16,Monday
1A9D91C3,Sia,H'sao,world,Shelbyville,20:25:39,Monday
84C0D834,Pretty Little Horses  (America),The Goffs,children,Springfield,14:44:58,Friday
53AF2552,Illumination,A-P-M Productions,pop,Springfield,08:10:21,Friday
E4DBF65D,Azan,Mehdi Yarrahi,world,Springfield,20:18:25,Wednesday
74D35260,Brand,Kartvelli,ruspop,Springfield,13:09:50,Monday
12E4B4A4,Tokyo Bay,Japanese Traditional Music Ensemble,world,Shelbyville,21:43:13,Monday
223D48C2,Forever,Dark At Dawn,rock,Springfield,14:53:11,Friday
69467B01,Change It All,Harrison Storm,singer,Springfield,20:53:06,Wednesday
DFABA255,He Fought as Legend (No Choir),Infinitescore,classical,Springfield,20:44:00,Friday
5419AF17,Perte de temps,KoperniK,rusrock,Springfield,14:44:05,Wednesday
4B63164,Ave Maria (Caccini),Argishty (Duduk),caucasian,Springfield,13:11:24,Friday
36D69C62,Can't Let Go,Counterstrike,electronic,Springfield,09:10:08,Friday
3801428C,Empty Hearted,Designer Drugs,dance,Shelbyville,13:32:32,Wednesday
7E3BA7B,Dancing,Princesse Angine,rusrock,Springfield,13:53:23,Wednesday
2F4A131D,"Corelli: Concerto grosso in G minor Op.6 No.8 ""Christmas Concerto"" - Arrangement by Iva Davies Christopher Gordon & Richard Tognetti - Adagio",Christopher Gordon,classical,Springfield,13:16:08,Monday
8B72598B,Noviny,Sto zvirat,ska,Springfield,08:33:05,Wednesday
364C85C0,,,,Springfield,20:06:58,Monday
AC9C49AD,Where Does It Hurt,Alexz Johnson,soundtrack,Springfield,08:51:23,Monday
646049D0,Theme For The Eulipions,Rahsaan Roland Kirk,jazz,Shelbyville,20:52:12,Friday
B848D319,New Mercedes,Trap Toni,hip,Springfield,20:21:56,Monday
AD2FA03E,So Long,MALFA,ruspop,Springfield,20:34:15,Friday
2DD07C66,Don't Hate the Pain Hate the Game,Phobia,punk,Shelbyville,13:32:26,Friday
D2BED4BC,Double Cup,DJ Rashad,electronic,Shelbyville,20:24:08,Wednesday
A2748CE4,No Play!,Timmy.Pro,electronic,Springfield,13:13:55,Monday
957D349E,I'm In the Mood (feat. Cheryl Beattie),Wayne Jones,jazz,Shelbyville,14:28:03,Monday
20F4ECCA,La Hora Del Tiempo,Monocordio,salsa,Shelbyville,08:40:36,Monday
56A524F5,Olympians,Fuck Buttons,postrock,Shelbyville,13:45:29,Monday
EB23736E,Lady From The Lake,Mike Rowland,ambient,Shelbyville,13:21:04,Monday
E9B9AC50,Blow x Anna Kova,Mim,dance,Shelbyville,09:13:04,Friday
1CA0CEFB,Atlanta Misses You Tonight,Katiah,pop,Shelbyville,20:25:45,Wednesday
782605F0,Papillon,Summer Hit Superstars,pop,Springfield,08:49:49,Wednesday
109A4BF7,Dance Sing Fight,Arborea,folk,Shelbyville,20:08:43,Friday
4ECE6973,Tonight,Eddie Ojeda,rock,Springfield,20:14:34,Monday
D97F97F5,Brand,Kartvelli,ruspop,Springfield,14:54:31,Monday
2523A570,Done,Sasha Holiday,dance,Shelbyville,20:33:15,Friday
8E7577C5,Let the Magic Unfold,,dance,Shelbyville,20:30:38,Friday
3A6BABDC,Never on Sunday,Helmut Zacharias,classical,Shelbyville,21:22:42,Friday
4AFB623B,My Name Is Love,,,Springfield,20:23:47,Wednesday
16E6DA2,Like mich am Arsch,Deichkind,hip,Springfield,13:35:40,Friday
404B5038,Dope Sligin' Vibe,Invisible Planets,dance,Springfield,13:00:05,Wednesday
35F354A,Lady of Madrid,Primo Scala's Accordion Band,pop,Springfield,20:46:31,Friday
2D746723,Single for Tonight (feat. Flo Rida & Jamie Drastik),DJ Suss One,pop,Shelbyville,21:19:43,Monday
1EB7B009,Who Let the Dogs Out?,Chris Rockford & DJ CrEdo,dance,Springfield,09:32:41,Friday
A65EF482,First Contact,Denis Arson,electronic,Springfield,08:05:28,Friday
DB74523F,She is Like The Wind - Dirty Dancing,Films Movie,film,Shelbyville,20:45:28,Monday
2246248A,Overjoyed,Anthony Strong,jazz,Springfield,21:50:57,Monday
906E94AB,BANG!,Sandy Rivera,dance,Springfield,13:01:57,Monday
968523C9,Obnimi,Okean Elzi,rusrap,Springfield,20:38:22,Friday
2DFF4617,I Don't Wanna Let You Go,Stefanie Scott,western,Springfield,13:59:37,Monday
E78E5BF,K 2000,Génération TV,pop,Springfield,13:59:12,Monday
D00FD25A,The Lonely Man Theme,Joe Harnell,soundtrack,Springfield,13:18:27,Monday
8AD9F645,Krispy Kreme,Smokepurpp,rap,Shelbyville,20:08:29,Friday
BA6EE06E,Vasco da Gama,,rusrap,Springfield,13:22:41,Monday
778D2E97,Calculate,Everyday Sunday,western,Springfield,13:30:14,Friday
2751E751,Don't Disappear,Zara Arshakian,dance,Shelbyville,13:28:37,Wednesday
323451A6,Colin Frake,,classical,Springfield,08:18:31,Monday
DA68613E,Come Baby Come,K7,electronic,Shelbyville,08:37:07,Friday
1BA3900F,Blue Haze,,classical,Springfield,08:28:16,Monday
6A99FDF4,The River,L'Aupaire,pop,Springfield,21:02:35,Monday
2042FD83,"Everybody Wants to Be a Cat (From ""Aristocats"")",Copy Cats,soundtrack,Shelbyville,21:46:31,Friday
8A82A471,El Coto y la Virgen,Los Del Rio,latin,Springfield,20:21:53,Wednesday
7FB46D5F,BOZHE,,rusrap,Springfield,09:42:17,Friday
76EEC43C,The One,Malik Cox,hip,Springfield,13:19:32,Friday
4A480CFB,Souls From The Past,Mari Sainio,ambient,Springfield,09:16:22,Friday
BACCFE11,Tomorrow Comes,Neil Ormandy,dance,Springfield,13:10:49,Wednesday
C4990C90,,,,Springfield,20:09:56,Monday
389B0BC,ScotLand,Ian,jazz,Springfield,21:40:04,Friday
CE40F29F,Die Nacht von Freitag auf Montag,Peter Wackel,beats,Springfield,08:30:03,Monday
4A9A94F7,Lessgo,,dance,Shelbyville,08:21:07,Wednesday
5D70D7ED,Those of the Annihilation,Will 'o' Wisp,rock,Springfield,21:09:35,Friday
8051AF2A,Roll Out,Five Stone,hard'n'heavy,Springfield,09:32:11,Friday
22B27E80,,,,Springfield,13:34:16,Monday
7F58531D,Flavour of the Old School,Beverley Knight,rnb,Springfield,09:03:57,Friday
5AC43F96,Ivory,Polyphia,progmetal,Shelbyville,14:37:10,Wednesday
8C3A6F08,Minimal Tech Ferry,Doktor Loop,minimal,Shelbyville,20:43:45,Wednesday
91D85C3F,Shimmy Shimmy Ya,Dirt McGirt,rap,Springfield,09:54:50,Wednesday
E625E9A2,Sorry,Galeja,dance,Springfield,21:18:31,Friday
F6095E39,Cómo Duele el Silencio,Leslie Grace,tropical,Shelbyville,21:45:15,Friday
899B9F90,You're Not Alone,Meredith Andrews,contemporary,Shelbyville,21:24:26,Wednesday
70F4A60C,Empty Streets,In The Woods...,rock,Springfield,09:31:03,Wednesday
AEA8942E,Vital Energy,Mindfulness Meditation Music Spa Maestro,new,Springfield,14:43:14,Friday
4263721F,Be Like Me,Mooncircle,dance,Springfield,20:30:59,Wednesday
94619316,God Is Dead,Deathbearer,electronic,Springfield,09:50:48,Wednesday
35981E9A,You Hear Colours,CFCF,folk,Springfield,13:30:17,Monday
375487DA,Kundalini Uyanışı,Rahatlatıcı Müzik Terapi,new,Springfield,20:48:02,Monday
25F4293, Sonata for Flute or Violin No.5 in E minor BWV 1034 - 3. Andante,Wilbert Hazelzet,classical,Springfield,14:59:34,Monday
9FA60B5F,Dreams,Sam Booka,dance,Springfield,13:46:47,Wednesday
3D1C0DF0,Under the Moonlight,"Rony ""Mr. Smooth"" Thomas",jazz,Springfield,14:58:58,Wednesday
593918C,Another Story,The Head And The Heart,film,Shelbyville,13:50:14,Friday
AED2C3CC,Possessor,Gost,dance,Springfield,13:20:56,Monday
A0E0E7D9,Fine Day,J. Diamante,electronic,Springfield,20:03:50,Friday
3DF98D4A,To Be Gone,Ivory,rusrock,Springfield,20:10:07,Monday
3B3B1A8A,Live Wire,Kissy Sell Out,dance,Springfield,08:24:53,Monday
767C0993,La Granada,Jeremy Choi,ambient,Springfield,14:20:36,Friday
239B6D90,The Road to Epoli,Evin Wolverton,folk,Shelbyville,09:08:58,Monday
CBEE05E0,10 Out of 10,FYA,reggae,Springfield,14:31:31,Wednesday
729DEBB8,Go Again,Khari Mateen,soul,Shelbyville,08:18:02,Monday
7FDF3213,Intermittenza,Jazz Lounge System,electronic,Springfield,09:04:39,Monday
88DB8CFC,Nowhere to Run,Martha Reeves,rnb,Shelbyville,14:00:41,Wednesday
4CFD2450,Skyfall,,electronic,Springfield,14:56:46,Monday
58A17B,Cirkus,Bo Kaspers Orkester,pop,Springfield,09:13:57,Monday
E9AD5956,Paroxysmal Flutter 1,K Medley,electronic,Springfield,21:47:56,Friday
BB97B242,Piano Trio No. 1 Op. 8,Trio Dmitrij,classical,Shelbyville,14:26:39,Monday
1AB7DB52,Joy To The World,Third Day,holiday,Springfield,08:20:19,Wednesday
272CAB8D,Enta Omri,,dance,Springfield,09:20:40,Wednesday
D969A532,The Rhythm Of The Night,Corona,electronic,Shelbyville,14:41:32,Friday
915C5CBF,Boom Bap Back,Akua Naru,hip,Springfield,20:13:35,Friday
11FF1507,Beloved,Jordan Feliz,rock,Springfield,09:33:19,Wednesday
B7CC7D58,Only 4 U,Rivergazer,electronic,Shelbyville,09:53:40,Monday
D4DBB29D,My Time,Wena,pop,Springfield,09:51:38,Monday
2363EF6D,Many Moons Ago,Dan Mervis,rock,Springfield,08:24:09,Wednesday
B61F6832,Mind Murderer,Brainpain,electronic,Springfield,13:31:19,Monday
BD463A03,Metroplois (feat. Kidburn),Kalax,electronic,Springfield,09:32:35,Friday
864B122E,Zsáv Mé Tuté,Romengo,world,Springfield,09:59:05,Friday
98D27958,Coumba,Orchestra Baobab,world,Shelbyville,20:19:00,Monday
1D62998B,A Melody,George Duke,jazz,Shelbyville,08:14:39,Friday
EA6F8E27,The Sacrament,Jussi Syren and the Groundbreakers,country,Springfield,20:34:27,Friday
9E93430B,Powermove,Meechimerdoc,hip,Springfield,14:14:38,Monday
7F20A88A,Thinking of You,Charlie Who?,dance,Springfield,08:07:59,Friday
C3A4BB1,Since When,Young Nudy,hip,Shelbyville,13:40:49,Friday
D2CE494E,Rave City (Feat. MC Rage),Noize Suppressor,electronic,Shelbyville,20:55:47,Wednesday
8C7DEA9A,Steam Machine,Culture Shock,dance,Shelbyville,20:40:48,Wednesday
2318C1A5,Somebody Like You,Sofly,electronic,Springfield,08:56:24,Wednesday
F962335F,Exist to Decay,Inoculated Life,metal,Springfield,13:14:07,Friday
27DE42CE,Just as I Am,The 5 Royales,rnb,Springfield,14:05:55,Monday
C44F76D5,5 Min,RELFY,ruspop,Springfield,13:59:07,Wednesday
20D7CA46,Lost Soul,,,Springfield,13:41:53,Friday
A8CCB927,Kimse Bilmez,Mehmet  Güreli,world,Springfield,13:31:09,Friday
19784248,The Sooner the Better,Broken Back,indie,Springfield,08:31:44,Friday
7D166C63,,,jazz,Shelbyville,20:29:53,Wednesday
BFED5C40,Istanbul's night,Devaldi,electronic,Shelbyville,09:14:43,Wednesday
A1096468,Satisfy,MOONZz,electronic,Springfield,13:01:27,Monday
8F8E6D60,Freakin' Funky,,electronic,Shelbyville,21:04:10,Monday
F6CBEB44,Dreams,DaBoyDame,hip,Shelbyville,21:04:54,Friday
41C784DE,Terrorist,The Mayan Factor,rock,Shelbyville,21:06:01,Wednesday
1ECD517D,Hey Kids,Molina,alternative,Springfield,20:06:57,Monday
DDDD48D6,,,,Springfield,14:37:20,Friday
38F2D76F,Nothing Is Written,,videogame,Shelbyville,09:56:49,Friday
BCC22D2E,Up Up and Away,The 5th Dimension,pop,Springfield,20:01:12,Monday
A6D1C345,WONDERFUL WORLD,Eric Donaldson,reggae,Shelbyville,13:48:51,Wednesday
9B5F5CDA,Space,Böser Wolf,german,Springfield,21:56:36,Wednesday
1DC3AFB,I Know,Rocket,rusrap,Springfield,20:41:46,Monday
A4C35277,Mediana,Fedmate,electronic,Springfield,20:49:22,Monday
3EBEC383,Wir Sehen Uns Ja Irgendwie Wieder,F/A/V,alternative,Springfield,08:38:56,Friday
5A3C6E0C,Si Me Dices,Cepeda,pop,Springfield,08:50:06,Wednesday
3A3FC349,2700,,rusrock,Springfield,14:30:25,Wednesday
586C7B67,See Me When You See Me,E-Dubble,hip,Springfield,20:29:11,Wednesday
2C4C5B53,Bam Bag «Gucci»,Irina Shok,ruspop,Springfield,09:47:49,Monday
AA40EB1A,Believe It,Seaside,pop,Springfield,20:39:12,Wednesday
61AAA5CB,Bad Girls,Juliet Roberts,pop,Springfield,21:18:17,Monday
144BC547,African Vanilla,Chicco Secci,electronic,Springfield,14:53:01,Friday
6215F9FA,Unforgettable,,jazz,Shelbyville,09:14:17,Wednesday
11E1D4E5,Where I'll Be Waiting,Cozi Zuehlsdorff,electronic,Springfield,13:06:14,Monday
FFB692EC,Bells,Seth Lakeman,world,Shelbyville,09:29:59,Monday
3348B341,Have a Cigar,Hände Frei,electronic,Shelbyville,20:02:11,Friday
C58AD827,Abandon Ship,Greek Fire,rock,Shelbyville,20:08:39,Friday
A16DE074,Trumpet,JØRD,techno,Springfield,20:14:46,Monday
26B68FEF,Te Viví,Villamizar,tropical,Springfield,13:06:21,Friday
914EBB0,Memories,Painless Destiny,classical,Springfield,08:00:23,Friday
C8B3F305,Savez-vous planter les choux?,Alain Le Lait,children,Springfield,08:54:19,Wednesday
8445D526,Jambazi,MR. KE4,hip,Springfield,14:25:29,Wednesday
51BE77B5,Not My Love,Tides Of Man,rock,Springfield,14:54:13,Wednesday
36ADD4EE,Resolution,Aeb,new,Springfield,13:29:49,Wednesday
EBF01AEB,Everybody’s Got To Learn Sometime,The Korgis,rock,Springfield,13:04:45,Friday
FB8E3AF7,Village Dance,Blackmore's Night,hard'n'heavy,Shelbyville,13:12:09,Monday
7A4EC9EF,Over U,Ali Bakgor,electronic,Shelbyville,09:04:08,Friday
1A7E7204,These Lights,,dance,Shelbyville,09:21:17,Wednesday
444D9C6C,I'll Never Surrender,Rust Blossom feat. Tom Gefen,electronic,Springfield,13:14:26,Monday
EFB1D988,Chunk Funk Express (feat. Tucker),Uc A.K.A. Dj Uppercut,jpop,Springfield,08:13:27,Friday
C289C456,Sweet Harmony (Extended),,electronic,Springfield,21:32:09,Wednesday
3B352D66,Ghostly Blossom,Jan Amit,electronic,Springfield,20:34:18,Friday
5AD137F2,Living Water,Alob,spiritual,Shelbyville,08:10:36,Monday
98673,Waste Your Time,Lost Boy,dance,Springfield,21:17:37,Monday
64BBBA50,Reborn,Fluff,electronic,Springfield,09:25:10,Monday
41DD292D,Take Care Of You,Saje,pop,Springfield,20:57:43,Monday
E1178A6A,"Symphonie en Ré majeur ""Il giorno onomastico"": Allegro quasi Presto",,classical,Shelbyville,09:08:11,Friday
BC10CA6A,L'arlesienne Act V: Choeur II,Consort of London,classical,Shelbyville,20:50:28,Friday
9AD9D7B4,Tell Her This,Del Amitri,rock,Shelbyville,14:00:01,Wednesday
1CABD058,VII. Badinerie,Mainz Chamber Orchestra,classical,Springfield,14:37:58,Wednesday
AE5FBDEE,Everest,Ra Ra Riot,indie,Shelbyville,20:30:32,Friday
70CAD9F8,Shake Your Body,Manujothi,hip,Springfield,20:47:25,Friday
5D5D33C,Karagözlüm Ölesim Var,Seda Sayan,world,Springfield,14:17:54,Friday
E0E4AB86,Because of You (Voice),Preservation Hall Jazz Band,classical,Shelbyville,09:18:47,Friday
2B237699,Timantit on ikuisia,Cheek,hip,Shelbyville,20:38:55,Monday
