created_on,operation,property_type,place_with_parent_names,lat-lon,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,floor,rooms,expenses,properati_url,barrio,comuna
2017-08-26,sell,store,|Argentina|Capital Federal|Palermo|,"-34.573524,-58.4405828",-34.573524,-58.4405828,248675.0,76.0,76.0,3272.0394736842104,,,,https://www.properati.com.ar/1dw79_venta_local_palermo_matienzo-benjamin-2489_subte-linea-d_aguero-vera-propiedades,PALERMO,14.0
2017-08-29,sell,store,|Argentina|Capital Federal|Palermo|,"-34.5826800135,-58.4287112553",-34.582680013499996,-58.428711255299994,690000.0,70.0,70.0,9857.142857142857,,,,https://www.properati.com.ar/1dygl_venta_local_palermo_estrenar_subte-linea-d_ew-group,PALERMO,14.0
2017-08-29,sell,store,|Argentina|Capital Federal|Palermo|,"-34.5915484,-58.4258961",-34.5915484,-58.4258961,1950000.0,341.0,,5718.475073313783,,,,https://www.properati.com.ar/1dyx2_venta_local_palermo_scalabrini-ortiz-raul-av-_1500_global-property,PALERMO,14.0
2017-08-29,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.588912403,-58.4134942185",-34.588912403,-58.413494218500006,340000.0,130.0,120.0,2615.384615384615,,4.0,8000.0,https://www.properati.com.ar/1dzv6_venta_departamento_palermo_guemes_3600_balcon_suite_jardin_lavadero_luminoso_lujoso_dependencias_placard_doble-circulacion_subte-linea-d_luisio-propiedades-suc-virrey-del-pino-2378,PALERMO,14.0
2017-08-29,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5770327,-58.4233675",-34.577032700000004,-58.423367500000005,222000.0,52.0,48.0,4269.2307692307695,,1.0,,https://www.properati.com.ar/1e05k_venta_departamento_palermo_juncal-al-4500_gimnasio_jardin_lavadero_parrilla_piscina_sum_aire-acondicionado_subte-linea-h_subte-linea-c_deptos-temporarios,PALERMO,14.0
2017-08-29,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5950139,-58.4273915",-34.5950139,-58.427391500000006,180000.0,70.0,70.0,2571.428571428572,,,3000.0,https://www.properati.com.ar/1e0mq_venta_departamento_palermo_julian-alvarez-al-1200_lavadero_amoblado_sanchez-carrizo-real-estate,PALERMO,14.0
2017-08-30,sell,store,|Argentina|Capital Federal|Palermo|,"-34.5817764,-58.4224975",-34.581776399999995,-58.4224975,400000.0,130.0,130.0,3076.9230769230767,,,,https://www.properati.com.ar/1e1lu_venta_local_palermo_thames_2400_subte-linea-d_de-locales,PALERMO,14.0
2017-08-30,sell,house,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,"-34.5793535,-58.4364489",-34.579353499999996,-58.436448899999995,1200000.0,532.0,334.0,2255.639097744361,,6.0,,https://www.properati.com.ar/1e1ve_venta_casa_palermo-hollywood_jardin_lavadero_piscina_luminoso_vista_garage_nexo-propiedades_h0z,PALERMO,14.0
2017-08-30,sell,store,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,"-34.5849148,-58.4372171",-34.5849148,-58.4372171,290000.0,50.0,50.0,5800.0,,,,https://www.properati.com.ar/1e1wo_venta_local_palermo-hollywood_luminoso_nexo-propiedades_h0z,PALERMO,14.0
2017-08-30,sell,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,"-34.5809281,-58.4404321",-34.5809281,-58.4404321,270000.0,67.0,64.0,4029.850746268657,,3.0,3900.0,https://www.properati.com.ar/1e1x0_venta_departamento_palermo-hollywood_arevalo_1700_balcon_toilette_luminoso_apto-credito-hipotecario_yankel-group,PALERMO,14.0
2017-08-30,sell,PH,|Argentina|Capital Federal|Palermo|Palermo Soho|,"-34.5897765,-58.428558",-34.5897765,-58.428557999999995,219000.0,72.0,,3041.666666666666,,3.0,,https://www.properati.com.ar/1e1xj_venta_ph_palermo-soho_honduras_4800_patio_luminoso_ojo-propiedades,PALERMO,14.0
2017-08-30,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5807098,-58.3981425",-34.5807098,-58.398142500000006,,238.0,238.0,,,5.0,,https://www.properati.com.ar/1e2js_venta_departamento_palermo_baulera_suite_luminoso_dependencias_garage_amenities_subte-linea-h_abp-consultora-inmobiliaria,PALERMO,14.0
2017-08-30,sell,house,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,"-34.5842942,-58.4364688",-34.5842942,-58.4364688,,475.0,400.0,,,,,https://www.properati.com.ar/1e2l8_venta_casa_palermo-hollywood_balcon_suite_gimnasio_hidromasaje_jardin_lavadero_parrilla_patio_quincho_terraza_vestidor_luminoso_sauna_garage_aire-acondicionado_quicksale-propiedades_e0i,PALERMO,14.0
2017-08-30,sell,house,|Argentina|Capital Federal|Palermo|,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,,475.0,400.0,,,,,https://www.properati.com.ar/1e2ll_venta_casa_palermo_balcon_suite_gimnasio_hidromasaje_jardin_lavadero_parrilla_patio_quincho_terraza_vestidor_luminoso_sauna_garage_aire-acondicionado_quicksale-propiedades_e0i,PALERMO,14.0
2017-08-30,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.594251,-58.4166447",-34.594251,-58.416644700000006,250000.0,67.0,60.0,3731.343283582089,,2.0,,https://www.properati.com.ar/1e2mz_venta_departamento_palermo_balcon_lavadero_parrilla_piscina_aire-acondicionado_apto-credito-hipotecario_ageo-propiedades_dwr,PALERMO,14.0
2017-08-30,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,490000.0,100.0,95.0,4900.0,,4.0,,https://www.properati.com.ar/1e2no_venta_departamento_palermo_gimnasio_lavadero_parrilla_patio_piscina_sum_sauna_electrogeno_garage_tenis_amoblado_amenities_apto-credito-hipotecario_cityprop_fz8,PALERMO,14.0
2017-08-30,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,119124.77,40.0,36.0,2978.11925,,1.0,,https://www.properati.com.ar/1e2of_venta_departamento_palermo_jardin_lavadero_parrilla_amenities_aprop-bienes-raices,PALERMO,14.0
2017-08-31,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5722218,-58.4211164",-34.5722218,-58.4211164,2600000.0,400.0,400.0,6500.0,,5.0,20000.0,https://www.properati.com.ar/1e3ol_venta_departamento_palermo_balcon_suite_lavadero_toilette_vestidor_luminoso_vista_sauna_lujoso_dependencias_garage_placard_covello-propiedades_9ij,PALERMO,14.0
2017-08-31,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5684721,-58.4312493",-34.5684721,-58.431249300000005,520000.0,97.0,97.0,5360.824742268042,,3.0,10000.0,https://www.properati.com.ar/1e3oo_venta_departamento_palermo_baulera_suite_gimnasio_jardin_lavadero_piscina_sum_garage_impecable_aire-acondicionado_losa-radiante_tovado-propiedades_dk1,PALERMO,14.0
2017-08-31,sell,house,|Argentina|Capital Federal|Palermo|Palermo Chico|,"-34.5780733419,-58.4055800042",-34.5780733419,-58.4055800042,1975000.0,460.0,400.0,4293.478260869565,,6.0,,https://www.properati.com.ar/1e403_venta_casa_palermo-chico_castex_3200_suite_jardin_dependencias_electrogeno_garage_impecable_aire-acondicionado_arana-parera-propiedades_h3y,PALERMO,14.0
2017-08-31,sell,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,"-34.5825677,-58.4329982",-34.582567700000006,-58.43299820000001,198000.0,64.0,48.0,3093.75,,2.0,,https://www.properati.com.ar/1e4f0_venta_departamento_palermo-hollywood_balcon_terraza_luminoso_amenities_aire-acondicionado_arkis-inmobiliaria_eoh,PALERMO,14.0
2017-08-31,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5893559,-58.416935",-34.5893559,-58.416934999999995,170000.0,40.0,38.0,4250.0,,1.0,,https://www.properati.com.ar/1e4fi_venta_departamento_palermo_balcon_garage_subte-linea-d_bienvende-amelia-claro_ej0,PALERMO,14.0
2017-08-31,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.570648,-58.433619",-34.570648,-58.43361899999999,159800.0,47.0,47.0,3400.0,2.0,1.0,,https://www.properati.com.ar/1e4tm_venta_departamento_palermo_balcon_luminoso_estrenar_subte-linea-d_re-max-d-bosion,PALERMO,14.0
2017-08-31,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.570648,-58.433619",-34.570648,-58.43361899999999,144400.0,38.0,38.0,3800.0,2.0,1.0,,https://www.properati.com.ar/1e4tp_venta_departamento_palermo_balcon_luminoso_estrenar_subte-linea-d_re-max-d-bosion,PALERMO,14.0
2017-08-31,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.570648,-58.433619",-34.570648,-58.43361899999999,169000.0,52.0,47.0,3250.0,2.0,1.0,,https://www.properati.com.ar/1e4tr_venta_departamento_palermo_balcon_luminoso_estrenar_subte-linea-d_re-max-d-bosion,PALERMO,14.0
2017-09-01,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.57548904,-58.41962433",-34.57548904,-58.41962433,510000.0,239.0,127.0,2133.8912133891213,,2.0,,https://www.properati.com.ar/1e66w_venta_departamento_barrio-norte_de-maria_4300_baulera_patio_subte-linea-d_apto-credito-hipotecario_grupo-zeta-inmobiliaria,PALERMO,14.0
2017-09-01,sell,house,|Argentina|Capital Federal|Palermo|Palermo Chico|,"-34.5782697,-58.3993206",-34.57826970000001,-58.3993206,1750000.0,300.0,,5833.333333333332,,5.0,,https://www.properati.com.ar/1e6c0_venta_casa_palermo-chico_balcon_jardin_lavadero_patio_piscina_quincho_terraza_toilette_vista_dependencias_garage_doble-circulacion_monica-frettes,PALERMO,14.0
2017-09-01,sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5672629609,-58.4318401926",-34.5672629609,-58.4318401926,640000.0,200.0,185.0,3200.0,,4.0,18000.0,https://www.properati.com.ar/1e6hy_venta_departamento_nunez_san-benito-de-palermo_1500_balcon_baulera_suite_lavadero_toilette_vestidor_lujoso_dependencias_garage_aire-acondicionado_filippo-propiedades_9im,PALERMO,14.0
2017-09-01,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5670278,-58.4353992",-34.5670278,-58.435399200000006,590000.0,168.0,157.0,3511.904761904762,,4.0,20000.0,https://www.properati.com.ar/1e6s5_venta_departamento_belgrano_soldado-de-la-independencia_900_balcon_baulera_suite_lavadero_toilette_vestidor_luminoso_lujoso_garage_impecable_aire-acondicionado_shenk-inmobiliaria_gkj,PALERMO,14.0
2017-09-01,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5914774208,-58.418185265",-34.5914774208,-58.418185265,90000.0,27.0,27.0,3333.333333333333,,1.0,1140.0,https://www.properati.com.ar/1e6su_venta_departamento_palermo_luminoso_placard_shenk-inmobiliaria_gkj,PALERMO,14.0
2017-09-01,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5627850286,-58.4409361513",-34.562785028600004,-58.4409361513,470000.0,103.0,103.0,4563.106796116505,,4.0,10000.0,https://www.properati.com.ar/1e7yu_venta_departamento_belgrano_del-libertador-av-_5200_balcon_baulera_suite_hidromasaje_jardin_lavadero_terraza_lujoso_dependencias_electrogeno_garage_losa-radiante_filippo-propiedades_9im,PALERMO,14.0
2017-09-02,sell,apartment,|Argentina|Capital Federal|Las Cañitas|,"-34.5708701,-58.4331449",-34.5708701,-58.4331449,440000.0,80.0,76.0,5500.0,,3.0,,https://www.properati.com.ar/1e9gr_venta_departamento_las-canitas_balcon_baulera_suite_gimnasio_lavadero_parrilla_patio_piscina_quincho_sum_sauna_lujoso_garage_amenities_subte-linea-d_l-e-group,PALERMO,14.0
2017-09-02,sell,apartment,|Argentina|Capital Federal|Las Cañitas|,"-34.5708701,-58.4331449",-34.5708701,-58.4331449,550000.0,98.0,95.0,5612.2448979591845,,4.0,,https://www.properati.com.ar/1e9i0_venta_departamento_las-canitas_gimnasio_patio_piscina_sauna_lujoso_garage_amenities_subte-linea-d_l-e-group,PALERMO,14.0
2017-09-02,sell,apartment,|Argentina|Capital Federal|Palermo|Palermo Chico|,"-34.5821848,-58.4015403",-34.5821848,-58.40154029999999,1050000.0,243.0,227.0,4320.987654320988,,7.0,,https://www.properati.com.ar/1e9ih_venta_departamento_palermo-chico_balcon_lavadero_piscina_toilette_lujoso_dependencias_electrogeno_placard_subte-linea-h_l-e-group,PALERMO,14.0
2017-09-02,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5664346,-58.434099",-34.5664346,-58.434098999999996,820000.0,181.0,171.0,4530.386740331492,,4.0,,https://www.properati.com.ar/1e9ik_venta_departamento_belgrano_balcon_suite_gimnasio_lavadero_parrilla_piscina_quincho_toilette_lujoso_dependencias_garage_l-e-group,PALERMO,14.0
2017-09-02,sell,house,|Argentina|Capital Federal|Belgrano|,"-34.5667748,-58.4456771",-34.5667748,-58.445677100000005,1320000.0,,440.0,,,,,https://www.properati.com.ar/1e9iq_venta_casa_belgrano_suite_gimnasio_hidromasaje_jardin_lavadero_parrilla_piscina_quincho_terraza_toilette_vestidor_vista_sauna_garage_placard_aire-acondicionado_subte-linea-d_l-e-group,PALERMO,14.0
2017-09-02,sell,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,"-34.5816865,-58.4308266",-34.581686499999996,-58.4308266,465000.0,82.0,78.0,5670.7317073170725,,3.0,,https://www.properati.com.ar/1e9j0_venta_departamento_palermo-hollywood_balcon_baulera_suite_gimnasio_hidromasaje_lavadero_piscina_sauna_lujoso_garage_tenis_l-e-group,PALERMO,14.0
2017-09-02,sell,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,"-34.5865906,-58.4372126",-34.5865906,-58.4372126,150000.0,44.0,44.0,3409.090909090909,,1.0,,https://www.properati.com.ar/1e9j1_venta_departamento_palermo-hollywood_baulera_gimnasio_hidromasaje_lavadero_luminoso_l-e-group,PALERMO,14.0
2017-09-02,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5925314,-58.4178626",-34.5925314,-58.41786260000001,620000.0,230.0,198.0,2695.6521739130435,,6.0,,https://www.properati.com.ar/1e9ob_venta_departamento_palermo_balcon_suite_lavadero_toilette_luminoso_lujoso_garage_subte-linea-d_fabian-achaval-propiedades,PALERMO,14.0
2017-09-02,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5747031,-58.4378511",-34.5747031,-58.4378511,368000.0,87.0,77.0,4229.885057471264,,3.0,,https://www.properati.com.ar/1e9ou_venta_departamento_palermo_balcon_suite_hidromasaje_lavadero_parrilla_piscina_quincho_sum_terraza_vestidor_sauna_lujoso_amenities_subte-linea-d_ew-group,PALERMO,14.0
2017-09-03,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5874885,-58.41578",-34.5874885,-58.415780000000005,345000.0,119.0,116.0,2899.1596638655465,,,,https://www.properati.com.ar/1ea4p_venta_departamento_palermo_alvarez-julian_2481_balcon_baulera_suite_lavadero_toilette_luminoso_impecable_subte-linea-d_a-sourigues-propiedades,PALERMO,14.0
2017-09-03,sell,PH,|Argentina|Capital Federal|Palermo|,"-34.5933965,-58.4284618",-34.593396500000004,-58.4284618,154000.0,58.0,58.0,2655.1724137931037,,2.0,,https://www.properati.com.ar/1ea8c_venta_ph_palermo_parrilla_patio_apto-credito-hipotecario_migliorisi-propiedades_dkd,PALERMO,14.0
2017-09-03,sell,PH,|Argentina|Capital Federal|Palermo|,"-34.5933965,-58.4284618",-34.593396500000004,-58.4284618,154000.0,58.0,58.0,2655.1724137931037,,3.0,,https://www.properati.com.ar/1ea8d_venta_ph_palermo_parrilla_patio_apto-credito-hipotecario_migliorisi-propiedades_dkd,PALERMO,14.0
2017-09-04,sell,house,|Argentina|Capital Federal|Palermo|,"-34.567097,-58.436086",-34.567097,-58.436085999999996,594900.0,208.0,190.0,2860.0961538461543,,6.0,,https://www.properati.com.ar/1eado_venta_casa_palermo_balcon_baulera_suite_lavadero_terraza_luminoso_placard_re-max-liberty-ii,PALERMO,14.0
2017-09-04,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.584294,-58.436469",-34.584294,-58.436468999999995,80119.0,39.0,34.0,2054.333333333333,1.0,1.0,,https://www.properati.com.ar/1eagn_venta_departamento_palermo_balcon_baulera_hidromasaje_lavadero_parrilla_sotano_terraza_amenities_re-max-premium,PALERMO,14.0
2017-09-04,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.584294,-58.436469",-34.584294,-58.436468999999995,95085.0,43.0,37.0,2211.279069767442,1.0,1.0,,https://www.properati.com.ar/1eago_venta_departamento_palermo_balcon_baulera_hidromasaje_lavadero_parrilla_sotano_terraza_amenities_re-max-premium,PALERMO,14.0
2017-09-04,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5972454,-58.4201324",-34.5972454,-58.4201324,140000.0,53.0,50.0,2641.509433962264,,2.0,,https://www.properati.com.ar/1eaqv_venta_departamento_palermo_lavadero_parrilla_piscina_subte-linea-b_grinspon,PALERMO,14.0
2017-09-04,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5733973,-58.421747",-34.573397299999996,-58.421746999999996,500000.0,110.0,105.0,4545.454545454545,,3.0,,https://www.properati.com.ar/1eaqw_venta_departamento_palermo_suite_toilette_garage_subte-linea-d_grinspon,PALERMO,14.0
2017-09-04,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,190000.0,66.0,61.0,2878.787878787879,,2.0,,https://www.properati.com.ar/1eaqz_venta_departamento_palermo_gimnasio_hidromasaje_lavadero_parrilla_piscina_quincho_sum_vista_lujoso_garage_amenities_grinspon,PALERMO,14.0
2017-09-04,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5972454,-58.4201324",-34.5972454,-58.4201324,105000.0,40.0,38.0,2625.0,,1.0,,https://www.properati.com.ar/1ear5_venta_departamento_palermo_lavadero_piscina_subte-linea-b_grinspon,PALERMO,14.0
2017-09-04,sell,apartment,|Argentina|Capital Federal|Las Cañitas|,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,640000.0,260.0,240.0,2461.538461538461,,5.0,,https://www.properati.com.ar/1eat5_venta_departamento_las-canitas_balcon_suite_lavadero_vestidor_garage_grinspon,PALERMO,14.0
2017-09-04,sell,apartment,|Argentina|Capital Federal|Palermo|Palermo Chico|,"-34.576792,-58.421961",-34.576792,-58.421960999999996,310000.0,85.0,77.0,3647.058823529412,,4.0,,https://www.properati.com.ar/1eb2v_venta_departamento_palermo-chico_santamaria-de-oro-fray-j_3000_suite_lavadero_patio_terraza_toilette_vestidor_luminoso_aire-acondicionado_de-giovanni-propiedades_ar1,PALERMO,14.0
2017-09-05,sell,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,"-34.5830704,-58.4241896",-34.5830704,-58.424189600000005,483000.0,214.0,202.0,2257.009345794393,,,,https://www.properati.com.ar/1eb46_venta_departamento_palermo-hollywood_balcon_dependencias_impecable_doble-circulacion_abiti-proyectos-inmobiliarios_h8k,PALERMO,14.0
2017-09-05,sell,apartment,|Argentina|Capital Federal|Palermo|Palermo Soho|,"-34.5824159,-58.420049",-34.5824159,-58.420049,680000.0,215.0,200.0,3162.7906976744184,,,,https://www.properati.com.ar/1eb4g_venta_departamento_palermo-soho_suite_lavadero_toilette_vestidor_luminoso_dependencias_subte-linea-d_abiti-proyectos-inmobiliarios_h8k,PALERMO,14.0
2017-09-05,sell,PH,|Argentina|Capital Federal|Palermo|,"-34.5834612,-58.4227832",-34.5834612,-58.422783200000005,379000.0,115.0,99.0,3295.652173913043,,3.0,,https://www.properati.com.ar/1eb7c_venta_ph_palermo_lavadero_parrilla_terraza_luminoso_lujoso_placard_subte-linea-d_apto-credito-hipotecario_lugaren,PALERMO,14.0
2017-09-05,sell,PH,|Argentina|Capital Federal|Palermo|,"-34.5960323,-58.4213575",-34.5960323,-58.42135749999999,270000.0,106.0,80.0,2547.169811320755,,4.0,,https://www.properati.com.ar/1eb7e_venta_ph_palermo_patio_luminoso_garage_placard_lugaren,PALERMO,14.0
2017-09-05,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5735693694,-58.4384186227",-34.5735693694,-58.438418622700006,260000.0,126.0,119.0,2063.492063492064,,5.0,8232.0,https://www.properati.com.ar/1ebp1_venta_departamento_belgrano_cabildo-av-_200_balcon_lavadero_luminoso_garage_subte-linea-d_cabildo-500,PALERMO,14.0
2017-09-05,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5735693694,-58.4384186227",-34.5735693694,-58.438418622700006,260000.0,126.0,119.0,2063.492063492064,,4.0,8232.0,https://www.properati.com.ar/1ebp2_venta_departamento_belgrano_cabildo-av-_200_balcon_lavadero_luminoso_dependencias_garage_subte-linea-d_cabildo-500,PALERMO,14.0
2017-09-05,sell,apartment,|Argentina|Capital Federal|Las Cañitas|,"-34.5674228,-58.4347627",-34.567422799999996,-58.4347627,65000.0,22.0,20.0,2954.5454545454545,,1.0,1300.0,https://www.properati.com.ar/1ebsf_venta_departamento_las-canitas_soldado-de-la-independecia_800_balcon_aire-acondicionado_bg-propiedades,PALERMO,14.0
2017-09-06,sell,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,"-34.5864539382,-58.4372922997",-34.5864539382,-58.437292299700005,175000.0,62.0,58.0,2822.5806451612902,,,,https://www.properati.com.ar/1ec6r_venta_departamento_palermo-hollywood_humboldt_1500_suite_piscina_toilette_vestidor_garage_coty-jaureguiberry-cartana,PALERMO,14.0
2017-09-06,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5830022,-58.4219504",-34.5830022,-58.42195039999999,95000.0,32.0,32.0,2968.75,,2.0,,https://www.properati.com.ar/1ecdm_venta_departamento_palermo_jardin_subte-linea-d_apto-credito-hipotecario_bryan-real-estate,PALERMO,14.0
2017-09-06,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.576483,-58.429426",-34.576483,-58.429426,95900.0,,22.0,,,1.0,,https://www.properati.com.ar/1echf_venta_departamento_palermo_lavadero_subte-linea-d_palermo-nuevo,PALERMO,14.0
2017-09-06,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5938779,-58.429594",-34.593877899999995,-58.429593999999994,250000.0,88.0,78.0,2840.909090909091,,2.0,5300.0,https://www.properati.com.ar/1ed02_venta_departamento_palermo_scalabrini-ortiz-raul-av-_1100_balcon_gimnasio_lavadero_parrilla_piscina_luminoso_vista_garage_le-bleu,PALERMO,14.0
2017-09-06,sell,apartment,|Argentina|Capital Federal|Palermo|Palermo Viejo|,"-34.5881316,-58.41456",-34.5881316,-58.414559999999994,210000.0,,75.0,,,4.0,2500.0,https://www.properati.com.ar/1ed95_venta_departamento_palermo-viejo_suite_lavadero_patio_jorge-ruschin,PALERMO,14.0
